mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_min_samples_split,param_n_estimators,param_oob_score,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
2.5013179779052734,0.0,0.03206992149353027,0.0,entropy,0.1,10,150,True,"{'criterion': 'entropy', 'max_features': 0.1, 'min_samples_split': 10, 'n_estimators': 150, 'oob_score': True}",0.7091954022988506,0.7091954022988506,0.0,3
4.675168037414551,0.0,0.08603072166442871,0.0,entropy,0.1,10,250,True,"{'criterion': 'entropy', 'max_features': 0.1, 'min_samples_split': 10, 'n_estimators': 250, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
6.085840225219727,0.0,0.061929941177368164,0.0,entropy,0.1,10,350,True,"{'criterion': 'entropy', 'max_features': 0.1, 'min_samples_split': 10, 'n_estimators': 350, 'oob_score': True}",0.7068965517241379,0.7068965517241379,0.0,8
1.9789531230926514,0.0,0.01684284210205078,0.0,entropy,0.3,2,50,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 50, 'oob_score': True}",0.6862068965517242,0.6862068965517242,0.0,88
6.157910108566284,0.0,0.023778915405273438,0.0,entropy,0.3,2,150,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 150, 'oob_score': True}",0.6896551724137931,0.6896551724137931,0.0,78
8.34040093421936,0.0,0.038908958435058594,0.0,entropy,0.3,2,250,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 250, 'oob_score': True}",0.6908045977011494,0.6908045977011494,0.0,74
11.38353681564331,0.0,0.08729290962219238,0.0,entropy,0.3,2,350,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 2, 'n_estimators': 350, 'oob_score': True}",0.6931034482758621,0.6931034482758621,0.0,62
2.745837926864624,0.0,0.021528959274291992,0.0,entropy,0.3,4,50,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 4, 'n_estimators': 50, 'oob_score': True}",0.6908045977011494,0.6908045977011494,0.0,74
5.429626226425171,0.0,0.02705073356628418,0.0,entropy,0.3,4,150,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 4, 'n_estimators': 150, 'oob_score': True}",0.6862068965517242,0.6862068965517242,0.0,88
6.808284044265747,0.0,0.048159122467041016,0.0,entropy,0.3,4,250,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 4, 'n_estimators': 250, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
10.0952730178833,0.0,0.056977033615112305,0.0,entropy,0.3,4,350,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 4, 'n_estimators': 350, 'oob_score': True}",0.6919540229885057,0.6919540229885057,0.0,68
1.5518479347229004,0.0,0.009674072265625,0.0,entropy,0.3,6,50,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 6, 'n_estimators': 50, 'oob_score': True}",0.6793103448275862,0.6793103448275862,0.0,97
3.96986722946167,0.0,0.03386187553405762,0.0,entropy,0.3,6,150,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 6, 'n_estimators': 150, 'oob_score': True}",0.7034482758620689,0.7034482758620689,0.0,16
6.830533027648926,0.0,0.04525399208068848,0.0,entropy,0.3,6,250,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 6, 'n_estimators': 250, 'oob_score': True}",0.6873563218390805,0.6873563218390805,0.0,86
9.820043087005615,0.0,0.07518506050109863,0.0,entropy,0.3,6,350,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 6, 'n_estimators': 350, 'oob_score': True}",0.6885057471264368,0.6885057471264368,0.0,82
1.3024678230285645,0.0,0.01398921012878418,0.0,entropy,0.3,8,50,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 8, 'n_estimators': 50, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
3.8505170345306396,0.0,0.027118921279907227,0.0,entropy,0.3,8,150,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 8, 'n_estimators': 150, 'oob_score': True}",0.6931034482758621,0.6931034482758621,0.0,62
7.301424264907837,0.0,0.07055473327636719,0.0,entropy,0.3,8,250,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 8, 'n_estimators': 250, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
10.180876016616821,0.0,0.06539702415466309,0.0,entropy,0.3,8,350,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 8, 'n_estimators': 350, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
1.3346858024597168,0.0,0.007500171661376953,0.0,entropy,0.3,10,50,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 50, 'oob_score': True}",0.7091954022988506,0.7091954022988506,0.0,3
4.629615783691406,0.0,0.08311605453491211,0.0,entropy,0.3,10,150,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 150, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
7.496198892593384,0.0,0.04701805114746094,0.0,entropy,0.3,10,250,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 250, 'oob_score': True}",0.6988505747126437,0.6988505747126437,0.0,31
9.860797882080078,0.0,0.05873608589172363,0.0,entropy,0.3,10,350,True,"{'criterion': 'entropy', 'max_features': 0.3, 'min_samples_split': 10, 'n_estimators': 350, 'oob_score': True}",0.7080459770114943,0.7080459770114943,0.0,6
2.516684055328369,0.0,0.008918046951293945,0.0,entropy,0.5,2,50,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 50, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
6.973041772842407,0.0,0.021589994430541992,0.0,entropy,0.5,2,150,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 150, 'oob_score': True}",0.6885057471264368,0.6885057471264368,0.0,82
11.063304901123047,0.0,0.0573728084564209,0.0,entropy,0.5,2,250,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 250, 'oob_score': True}",0.6919540229885057,0.6919540229885057,0.0,68
15.216710805892944,0.0,0.0661170482635498,0.0,entropy,0.5,2,350,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 2, 'n_estimators': 350, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
2.3294219970703125,0.0,0.011362075805664062,0.0,entropy,0.5,4,50,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 4, 'n_estimators': 50, 'oob_score': True}",0.6873563218390805,0.6873563218390805,0.0,86
6.3630530834198,0.0,0.032562255859375,0.0,entropy,0.5,4,150,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 4, 'n_estimators': 150, 'oob_score': True}",0.6850574712643678,0.6850574712643678,0.0,91
10.529284715652466,0.0,0.045577287673950195,0.0,entropy,0.5,4,250,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 4, 'n_estimators': 250, 'oob_score': True}",0.6908045977011494,0.6908045977011494,0.0,74
14.99898886680603,0.0,0.07585597038269043,0.0,entropy,0.5,4,350,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 4, 'n_estimators': 350, 'oob_score': True}",0.6896551724137931,0.6896551724137931,0.0,78
2.0077412128448486,0.0,0.009001016616821289,0.0,entropy,0.5,6,50,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 6, 'n_estimators': 50, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
6.4098310470581055,0.0,0.026565074920654297,0.0,entropy,0.5,6,150,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 6, 'n_estimators': 150, 'oob_score': True}",0.6931034482758621,0.6931034482758621,0.0,62
10.316632986068726,0.0,0.04206395149230957,0.0,entropy,0.5,6,250,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 6, 'n_estimators': 250, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
15.005967855453491,0.0,0.06697607040405273,0.0,entropy,0.5,6,350,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 6, 'n_estimators': 350, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
2.133463144302368,0.0,0.016949892044067383,0.0,entropy,0.5,8,50,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 8, 'n_estimators': 50, 'oob_score': True}",0.6919540229885057,0.6919540229885057,0.0,68
6.190874099731445,0.0,0.030026912689208984,0.0,entropy,0.5,8,150,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 8, 'n_estimators': 150, 'oob_score': True}",0.7057471264367816,0.7057471264367816,0.0,11
10.714730024337769,0.0,0.04673409461975098,0.0,entropy,0.5,8,250,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 8, 'n_estimators': 250, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
14.56757402420044,0.0,0.07740211486816406,0.0,entropy,0.5,8,350,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 8, 'n_estimators': 350, 'oob_score': True}",0.7080459770114943,0.7080459770114943,0.0,6
2.093977928161621,0.0,0.007827043533325195,0.0,entropy,0.5,10,50,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 10, 'n_estimators': 50, 'oob_score': True}",0.7057471264367816,0.7057471264367816,0.0,11
6.182744979858398,0.0,0.0254669189453125,0.0,entropy,0.5,10,150,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 10, 'n_estimators': 150, 'oob_score': True}",0.7,0.7,0.0,29
10.379664897918701,0.0,0.041181325912475586,0.0,entropy,0.5,10,250,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 10, 'n_estimators': 250, 'oob_score': True}",0.6988505747126437,0.6988505747126437,0.0,31
14.210916996002197,0.0,0.06897902488708496,0.0,entropy,0.5,10,350,True,"{'criterion': 'entropy', 'max_features': 0.5, 'min_samples_split': 10, 'n_estimators': 350, 'oob_score': True}",0.7057471264367816,0.7057471264367816,0.0,11
2.802496910095215,0.0,0.014278173446655273,0.0,entropy,0.7,2,50,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 2, 'n_estimators': 50, 'oob_score': True}",0.6781609195402298,0.6781609195402298,0.0,99
8.375745058059692,0.0,0.02830791473388672,0.0,entropy,0.7,2,150,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 2, 'n_estimators': 150, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
14.201278924942017,0.0,0.04722929000854492,0.0,entropy,0.7,2,250,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 2, 'n_estimators': 250, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
19.85021686553955,0.0,0.07847714424133301,0.0,entropy,0.7,2,350,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 2, 'n_estimators': 350, 'oob_score': True}",0.6919540229885057,0.6919540229885057,0.0,68
2.861488103866577,0.0,0.013049840927124023,0.0,entropy,0.7,4,50,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 4, 'n_estimators': 50, 'oob_score': True}",0.6839080459770115,0.6839080459770115,0.0,94
8.095672845840454,0.0,0.03182792663574219,0.0,entropy,0.7,4,150,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 4, 'n_estimators': 150, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
14.019428968429565,0.0,0.051095008850097656,0.0,entropy,0.7,4,250,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 4, 'n_estimators': 250, 'oob_score': True}",0.6919540229885057,0.6919540229885057,0.0,68
19.86164093017578,0.0,0.0621030330657959,0.0,entropy,0.7,4,350,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 4, 'n_estimators': 350, 'oob_score': True}",0.6942528735632184,0.6942528735632184,0.0,60
2.7592687606811523,0.0,0.0110931396484375,0.0,entropy,0.7,6,50,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 6, 'n_estimators': 50, 'oob_score': True}",0.6781609195402298,0.6781609195402298,0.0,99
8.341498136520386,0.0,0.02693796157836914,0.0,entropy,0.7,6,150,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 6, 'n_estimators': 150, 'oob_score': True}",0.7103448275862069,0.7103448275862069,0.0,2
13.973510980606079,0.0,0.03977203369140625,0.0,entropy,0.7,6,250,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 6, 'n_estimators': 250, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
19.555557012557983,0.0,0.06117987632751465,0.0,entropy,0.7,6,350,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 6, 'n_estimators': 350, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
2.8407142162323,0.0,0.01246500015258789,0.0,entropy,0.7,8,50,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 8, 'n_estimators': 50, 'oob_score': True}",0.6793103448275862,0.6793103448275862,0.0,97
8.25160026550293,0.0,0.03041672706604004,0.0,entropy,0.7,8,150,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 8, 'n_estimators': 150, 'oob_score': True}",0.6931034482758621,0.6931034482758621,0.0,62
13.61848497390747,0.0,0.04465222358703613,0.0,entropy,0.7,8,250,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 8, 'n_estimators': 250, 'oob_score': True}",0.7022988505747126,0.7022988505747126,0.0,20
19.529293060302734,0.0,0.0773782730102539,0.0,entropy,0.7,8,350,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 8, 'n_estimators': 350, 'oob_score': True}",0.6988505747126437,0.6988505747126437,0.0,31
2.749397039413452,0.0,0.008841991424560547,0.0,entropy,0.7,10,50,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 10, 'n_estimators': 50, 'oob_score': True}",0.7022988505747126,0.7022988505747126,0.0,20
8.633690118789673,0.0,0.028217792510986328,0.0,entropy,0.7,10,150,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 10, 'n_estimators': 150, 'oob_score': True}",0.6908045977011494,0.6908045977011494,0.0,74
14.014867305755615,0.0,0.046858787536621094,0.0,entropy,0.7,10,250,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 10, 'n_estimators': 250, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
19.588859796524048,0.0,0.06288528442382812,0.0,entropy,0.7,10,350,True,"{'criterion': 'entropy', 'max_features': 0.7, 'min_samples_split': 10, 'n_estimators': 350, 'oob_score': True}",0.7034482758620689,0.7034482758620689,0.0,16
3.6907503604888916,0.0,0.0098419189453125,0.0,entropy,0.9,2,50,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 2, 'n_estimators': 50, 'oob_score': True}",0.6885057471264368,0.6885057471264368,0.0,82
10.86215591430664,0.0,0.02240586280822754,0.0,entropy,0.9,2,150,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 2, 'n_estimators': 150, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
18.23947787284851,0.0,0.04969191551208496,0.0,entropy,0.9,2,250,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 2, 'n_estimators': 250, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
25.57610774040222,0.0,0.06330418586730957,0.0,entropy,0.9,2,350,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 2, 'n_estimators': 350, 'oob_score': True}",0.6862068965517242,0.6862068965517242,0.0,88
3.5508017539978027,0.0,0.013665199279785156,0.0,entropy,0.9,4,50,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 4, 'n_estimators': 50, 'oob_score': True}",0.6954022988505747,0.6954022988505747,0.0,52
10.904565811157227,0.0,0.02704310417175293,0.0,entropy,0.9,4,150,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 4, 'n_estimators': 150, 'oob_score': True}",0.696551724137931,0.696551724137931,0.0,45
18.22232413291931,0.0,0.04598593711853027,0.0,entropy,0.9,4,250,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 4, 'n_estimators': 250, 'oob_score': True}",0.7,0.7,0.0,29
25.609670162200928,0.0,0.05862307548522949,0.0,entropy,0.9,4,350,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 4, 'n_estimators': 350, 'oob_score': True}",0.7034482758620689,0.7034482758620689,0.0,16
3.675858974456787,0.0,0.010903120040893555,0.0,entropy,0.9,6,50,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 6, 'n_estimators': 50, 'oob_score': True}",0.7034482758620689,0.7034482758620689,0.0,16
11.065078973770142,0.0,0.02721405029296875,0.0,entropy,0.9,6,150,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 6, 'n_estimators': 150, 'oob_score': True}",0.6942528735632184,0.6942528735632184,0.0,60
18.170540809631348,0.0,0.05608034133911133,0.0,entropy,0.9,6,250,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 6, 'n_estimators': 250, 'oob_score': True}",0.7045977011494253,0.7045977011494253,0.0,14
24.241739988327026,0.0,0.046679019927978516,0.0,entropy,0.9,6,350,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 6, 'n_estimators': 350, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
3.65474009513855,0.0,0.008428812026977539,0.0,entropy,0.9,8,50,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 8, 'n_estimators': 50, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
11.021788835525513,0.0,0.028888225555419922,0.0,entropy,0.9,8,150,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 8, 'n_estimators': 150, 'oob_score': True}",0.7068965517241379,0.7068965517241379,0.0,8
17.43730401992798,0.0,0.03639721870422363,0.0,entropy,0.9,8,250,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 8, 'n_estimators': 250, 'oob_score': True}",0.7045977011494253,0.7045977011494253,0.0,14
21.564568042755127,0.0,0.03888511657714844,0.0,entropy,0.9,8,350,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 8, 'n_estimators': 350, 'oob_score': True}",0.7137931034482758,0.7137931034482758,0.0,1
3.55433988571167,0.0,0.009012937545776367,0.0,entropy,0.9,10,50,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 10, 'n_estimators': 50, 'oob_score': True}",0.6977011494252874,0.6977011494252874,0.0,35
10.117894172668457,0.0,0.02069997787475586,0.0,entropy,0.9,10,150,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 10, 'n_estimators': 150, 'oob_score': True}",0.7011494252873564,0.7011494252873564,0.0,23
14.549000978469849,0.0,0.030791044235229492,0.0,entropy,0.9,10,250,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 10, 'n_estimators': 250, 'oob_score': True}",0.7091954022988506,0.7091954022988506,0.0,3
18.11153268814087,0.0,0.03769516944885254,0.0,entropy,0.9,10,350,True,"{'criterion': 'entropy', 'max_features': 0.9, 'min_samples_split': 10, 'n_estimators': 350, 'oob_score': True}",0.7068965517241379,0.7068965517241379,0.0,8
